Key	Value
庄重的开启丹炉，准备炼丹	Trang trọng mở ra đan lô, chuẩn bị luyện đan
炼丹结束，正面无表情的熄灭丹炉	Luyện đan kết thúc, chính diện không biểu lộ dập tắt đan lô
开采	Khai thác
在挖矿时，正感觉有点无聊	Đang đào mỏ lúc, đang cảm giác có chút nhàm chán
正在一脸期待的挖矿中	Ngay tại một mặt chờ mong đào quáng bên trong
在挖矿间余，正想小憩片刻	Đang đào mỏ ở giữa dư, đang muốn nghỉ ngơi một lát
正心不在焉的挖矿中	Chính tâm không yên lòng đào quáng bên trong
在挖矿时，正快乐的哼着小调	Đang đào mỏ lúc, chính vui vẻ hừ phát điệu hát dân gian
正心无旁骛的挖矿中	Chính tâm không không chuyên tâm đào quáng bên trong
正在乐呵呵的挖矿中	Ngay tại vui vẻ đào quáng bên trong
刚从矿坑里出来，正在擦汗	Mới từ trong hầm mỏ ra, ngay tại lau mồ hôi
种植	Trồng
在种植作物时，正感觉有点无聊	Đang gieo trồng thu hoạch lúc, đang cảm giác có chút nhàm chán
正在一脸期待的种植作物中	Ngay tại một mặt chờ mong trồng thu hoạch bên trong
在种植作物间余，小憩片刻	Đang gieo trồng thu hoạch ở giữa dư, nghỉ ngơi một lát
正心不在焉的种植中	Chính tâm không yên lòng trồng bên trong
在种植时，正快乐的哼着小调	Đang gieo trồng lúc, chính vui vẻ hừ phát điệu hát dân gian
正心无旁骛的种植中	Chính tâm không không chuyên tâm trồng bên trong
正在乐呵呵的种植中	Ngay tại vui vẻ trồng bên trong
擦了擦汗，正满意的看着刚种完的田地	Lau mồ hôi, chính hài lòng nhìn xem vừa loại xong ruộng đồng
移除地板	Gỡ ra sàn nhà
在拆地板之时，正觉得很爽快	Tại hủy đi sàn nhà thời điểm, chính cảm thấy rất sảng khoái
在拆地板间余，刚小憩片刻	Tại hủy đi sàn nhà ở giữa dư, vừa nghỉ ngơi một lát
在拆地板之时，正在胡思乱想	Tại hủy đi sàn nhà thời điểm, đang miên man suy nghĩ
在拆地板时，正累的气喘吁吁	Tại hủy đi sàn nhà lúc, chính mệt mỏi thở hồng hộc
在拆地板时，正忍不住神游天外	Tại hủy đi sàn nhà lúc, chính nhịn không được suy nghĩ viển vông
在拆地板时，正快乐的哼着小调	Tại hủy đi sàn nhà lúc, chính vui vẻ hừ phát điệu hát dân gian
正专心拆地板	Chính chuyên tâm hủy đi sàn nhà
正在乐呵呵的拆地板中	Ngay tại vui vẻ hủy đi sàn nhà bên trong
调查	Điều tra
正一脸好奇的查看什么东西	Chính một mặt hiếu kì xem xét thứ gì
安装建筑	Lắp đặt kiến trúc
正满意的看着自己刚刚安装的建筑	Chính hài lòng nhìn xem mình vừa mới lắp đặt kiến trúc
正辛苦的安装建筑	Chính vất vả lắp đặt kiến trúc
屠宰	Đồ tể
正掩着口鼻屠宰牲畜	Chính che miệng mũi đồ tể súc vật
正不情不愿的屠宰牲畜	Chính bất đắc dĩ đồ tể súc vật
睡觉	Đi ngủ
治疗	Trị liệu
正专心的给伤员治疗	Chính chuyên tâm cho thương binh trị liệu
正在一脸怜悯的给伤员治疗	Ngay tại một mặt thương hại cho thương binh trị liệu
正在一脸埋怨的给伤员治疗	Ngay tại một mặt oán trách cho thương binh trị liệu
刚刚完成一次治疗，松了松疲惫肩膀	Vừa mới hoàn thành một lần trị liệu, nơi nới lỏng mỏi mệt bả vai
垂钓	Thả câu
正专心地垂钓	Chính chuyên tâm thả câu
正垂钓地有点厌烦	Chính thả câu có chút phiền chán
正在垂钓途中打瞌睡	Ngay tại thả câu trên đường ngủ gà ngủ gật
养殖区	Nuôi dưỡng khu
药田	Dược điền
标记区域	Tiêu ký khu vực
灵植影响范围	Linh thực ảnh hưởng phạm vi
区域数据	Khu vực số liệu
农田	Đồng ruộng
房间	Gian phòng
分堂区域	Phân đường khu vực
交易区	Khu \ngiao \ndịch
等候命令	Chờ mệnh lệnh
重新激活	Một lần nữa kích hoạt
等待	Chờ đợi
拜祖师	Bái tổ sư
开启阵法	Mở ra trận pháp
命令与行为	Mệnh lệnh cùng hành vi
登仙之法	Thành tiên chi pháp
元神之法	Nguyên Thần chi pháp
金丹之法	Kim Đan chi pháp
凡俗之法	Phàm tục chi pháp
显示关于{0}的评论	Biểu hiện liên quan tới {0} Bình luận
管理者审核通过后其他同道中人方可看见此评论	Người quản lý xét duyệt thông qua sau cái khác người trong đồng đạo mới có thể trông thấy này bình luận
该评论中包含敏感词汇	Nên bình luận bên trong bao hàm mẫn cảm từ ngữ
请调息片刻静待下次评论	Mời điều tức một lát chậm đợi lần sau bình luận
评论不能为空	Bình luận không thể vì không
评论长度超出限制	Bình luận chiều dài vượt qua hạn chế
确定完成修改并提交？	Xác định hoàn thành sửa chữa cũng đưa ra?
确定抹去此评论吗？	Xác định xóa đi này bình luận sao?
无极	Vô cực
流传在修行界诸多失落传承	Lưu truyền tại tu hành giới rất nhiều thất lạc truyền thừa
[color=#bf642f]分堂掌管能力：{0}[/color]\n	[color=#bf642f] Phân đường chưởng quản năng lực: {0}[/color]\n
{0}加成：{1}\n	{0} Tăng thêm: {1}\n
境界加成：{0}\n	Cảnh giới tăng thêm: {0}\n
道行加成：{0}\n	Đạo hạnh tăng thêm: {0}\n
功法加成：{0}\n	Công pháp tăng thêm: {0}\n
交互	Lẫn nhau
与这个物体交互	Cùng cái vật thể này lẫn nhau
拼装耗时 :	Lắp lên tốn thời gian :
自己	Mình
默认目标	Ngầm thừa nhận mục tiêu
手选单位	Tay tuyển đơn vị
手选目标点	Tay tuyển mục tiêu điểm
手选目标范围	Tay tuyển mục tiêu phạm vi
所有可见目标	Tất cả có thể thấy được mục tiêu
灵气最低的目标	Linh khí thấp nhất mục tiêu
距离最近的目标	Khoảng cách mục tiêu trước mắt
随机目标	Ngẫu nhiên mục tiêu
阵眼	Trận nhãn
法宝威力 : {0:N0}	Pháp bảo uy lực : {0:N0}
灵气容量 : {0:N0}	Linh khí dung lượng : {0:N0}
回灵速度 : {0:N1}/秒	Hồi linh tốc độ : {0:N1}/Giây
飞行速度 : {0:N1}米/秒	Tốc độ phi hành : {0:N1}m/Giây
转弯速度 : {0:N0}度/秒	Chuyển biến tốc độ : {0:N0} Độ/Giây
攻击间隔 : {0:N1}秒	Công kích khoảng cách : {0:N1}Giây
击退抵抗 : {0:P0}	Đánh lui chống cự : {0:P0}
击退强度 : {0:P0}	Đánh lui cường độ : {0:P0}
体积 : {0:P0}	Thể tích : {0:P0}
拖尾长度 : {0:N1}米	Kéo đuôi chiều dài : {0:N1}m
飞行速度 : {0:P1}	Tốc độ phi hành : {0:P1}
友方	Phe bạn
敌方	Địch quân
目标阵营	Mục tiêu trận doanh
作用阵营	Tác dụng trận doanh
{0}\n{5}：{4}\n目标类型：{3}\n阵法中每人消耗灵气：{1:N0}点\n阵法灵机：{2}点\n	{0}\n{5}: {4}\n Mục tiêu loại hình: {3}\n Trong trận pháp mỗi người tiêu hao linh khí: {1:N0} Điểm \n Trận pháp linh cơ: {2} Điểm \n
{0}\n目标阵营：{4}\n目标类型：{3}\n阵法中每人消耗灵气：{1:N0}点\n施法间隔：{2:F1}秒\n	{0}\n Mục tiêu trận doanh: {4}\n Mục tiêu loại hình: {3}\n Trong trận pháp mỗi người tiêu hao linh khí: {1:N0} Điểm \n Thi pháp khoảng cách: {2:F1} Giây \n
{0}\n目标阵营：{4}\n目标类型：{3}\n消耗灵气：{1:N0}点\n施法间隔：{2:F1}秒\n	{0}\n Mục tiêu trận doanh: {4}\n Mục tiêu loại hình: {3}\n Tiêu hao linh khí: {1:N0} Điểm \n Thi pháp khoảng cách: {2:F1} Giây \n
作用半径：{0:F1}米\n	Tác dụng bán kính: {0:F1} Mét \n
持续时间：{0:F1}秒\n	Tiếp tục thời gian: {0:F1} Giây \n
对目标造成{0:F0}点灵气伤害	Đối mục tiêu tạo thành {0:F0} Điểm linh khí tổn thương
增强法宝威力{0:P0}	Tăng cường pháp bảo uy lực {0:P0}
回复目标{0:F0}点灵气	Hồi phục mục tiêu {0:F0} Điểm linh khí
提高护体金光强度{0:P0}	Đề cao hộ thể kim quang cường độ {0:P0}
强化术法伤害{0:P0}	Cường hóa thuật pháp tổn thương {0:P0}
术法与法宝	Thuật pháp cùng pháp bảo
的	đích
{0}释放的{1}	{0} Phóng thích {1}
内门特质	Nội môn đặc chất
法宝相关	Pháp bảo tương quan
法术相关	Pháp thuật tương quan
护盾相关	Hộ thuẫn tương quan
炼丹相关	Luyện đan tương quan
炼器相关	Luyện khí tương quan
修炼相关	Tu luyện tương quan
技能等级上限	Kỹ năng đẳng cấp hạn mức cao nhất
已学会的秘籍	Đã học được bí tịch
相关属性	Tương quan thuộc tính
突破{0}技能等级上限{1}	Đột phá {0} Kỹ năng đẳng cấp hạn mức cao nhất {1}
未知境界	Không biết cảnh giới
一境:初现	Một cảnh: Sơ hiện
二境:凝练	Hai cảnh: Cô đọng
三境:出神	Ba cảnh: Xuất thần
四境:入化	Bốn cảnh: Nhập hóa
五境:反虚	Ngũ cảnh: Phản hư
六境:合道	Sáu cảnh: Hợp đạo
七境:化身	Thất cảnh: Hóa thân
八境:纯阳	Tám cảnh: Thuần Dương
任意元神期的修行者都可以将某些内门特质通过元神寄托赋予装备。	Tùy ý Nguyên Thần kỳ người tu hành đều có thể đem một ít nội môn đặc chất thông qua Nguyên Thần ký thác giao phó trang bị.
只有对御器之道有足够的造诣（20级以上），才能将这部分感悟寄托于装备。	Chỉ có đối ngự khí chi đạo có đầy đủ tạo nghệ (20 Cấp trở lên ), mới có thể đem bộ phận này cảm ngộ ký thác tại trang bị.
只有对术法之道有足够的造诣（20级以上），才能将这部分感悟寄托于装备。	Chỉ có đối thuật pháp chi đạo có đầy đủ tạo nghệ (20 Cấp trở lên ), mới có thể đem bộ phận này cảm ngộ ký thác tại trang bị.
只有对护御之道有足够的造诣（20级以上），才能将这部分感悟寄托于装备。	Chỉ có đối hộ ngự chi đạo có đầy đủ tạo nghệ (20 Cấp trở lên ), mới có thể đem bộ phận này cảm ngộ ký thác tại trang bị.
只有对炼丹之道有足够的造诣（20级以上），才能将这部分感悟寄托于装备。	Chỉ có đối luyện đan chi đạo có đầy đủ tạo nghệ (20 Cấp trở lên ), mới có thể đem bộ phận này cảm ngộ ký thác tại trang bị.
只有对炼器之道有足够的造诣（20级以上），才能将这部分感悟寄托于装备。	Chỉ có đối con đường luyện khí có đầy đủ tạo nghệ (20 Cấp trở lên ), mới có thể đem bộ phận này cảm ngộ ký thác tại trang bị.
只有道行精深的修行者（300以上），才能将修炼的感悟寄托于装备。	Chỉ có đạo hạnh tinh thâm người tu hành (300 Trở lên ), mới có thể đem tu luyện cảm ngộ ký thác tại trang bị.
神兽灵智	Thần thú linh trí
抱拳	Ôm quyền
疑惑	Nghi hoặc
臣服	Thần phục
失败	Thất bại
你们悉数被击败，已无人有一战之力，一股巨大的力量将你们推出了此地。	Các ngươi toàn bộ bị đánh bại, đã mất người có lực đánh một trận, một cỗ lực lượng khổng lồ đem các ngươi đẩy ra nơi đây.
尚有未结束的战斗	Còn có chưa kết thúc chiến đấu
尚有角色处于隐匿状态	Còn có nhân vật ở vào ẩn nấp trạng thái
尚有角色处于警戒区域，请先远离门派区域	Còn có nhân vật ở vào cảnh giới khu vực, mời trước rời xa môn phái khu vực
建筑解锁	Kiến trúc giải tỏa
解锁了以下建筑：\n	Giải tỏa trở xuống kiến trúc: \n
未获得通行权，门派的大能正在赶来的路上，请速速离开此地。	Chưa thu hoạch được thông hành quyền, môn phái đại năng ngay tại trên đường chạy tới, mời mau mau rời đi nơi đây.
警告	Cảnh cáo
载入场景数据	Ghi vào tràng cảnh số liệu
进入场景	Tiến vào tràng cảnh
载入角色数据	Ghi vào nhân vật số liệu
最后的准备	Chuẩn bị cuối cùng
{0}({1}岁)	{0}({1} Tuổi )
潜力	Tiềm lực
等级:{0}	Đẳng cấp:{0}
\n{0}级	\n{0} Cấp
{0}{1:F0}  {2}等级	{0}{1:F0} {2} Đẳng cấp
{0}{1}  {2}经验	{0}{1} {2} Kinh nghiệm
{0}{1:F0}  {2}等级(提高上限)	{0}{1:F0} {2} Đẳng cấp ( Đề cao hạn mức cao nhất )
天苍 {0}年第{1}日,通过从{2}获取的理智，对{3}的感知，对{4}的认知，产生了一点灵智碎片。	Thiên Thương {0} Năm thứ {1} Nhật, \nthông qua từ [color=#FF0000]{2}[/color] Thu hoạch lý trí, \nđối [color=#009900]{4}[/color] Nhận biết, đối [color=#306BC7]{3}[/color] Cảm giác, \nsinh ra một điểm linh trí mảnh vỡ.\n
